entrez	symbol	pubmed_id	type	primary_site	cancer_type	method
55023	PHIP	18772396	WES	brain	glioblastoma	Wood-based
55055	ZWILCH	21804550	WES	blood	diffuse_large_B-cell_lymphoma	Paper-specific
55075	UACA	25501392	WES	multiple	pan-cancer_adult	HOTNET2
55117	SLC6A15	18772397	WES	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based
55146	ZDHHC4	26824661	WGS-WES	brain	pan-glioma	MutSig
55159	RFWD3	14993899	"Known Cancer"	multiple	-	-
55160	ARHGEF10L	14993899	"Known Cancer"	multiple	-	-
55160	ARHGEF10L	27009842	WES	peripheral_nervous_system	neuroblastoma	Paper-specific
55164	SHQ1	26939876	"Gene panel"	breast	triple_negative_breast_cancer	"Recurrence-based, Paper-specific"
55181	SMG8	29489754	WGS-WES	multiple	pan-cancer_paediatric	MuSiC
55190	NUDT11	21798893	WES	head_and_neck	squamous_head_and_neck_cancer	MutSig
55193	PBRM1	26909576	WGS	pancreas	pancreatic_cancer_(all_histologies)	"HOTNET2, OncodriveFM, MutSig"
55193	PBRM1	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
55193	PBRM1	23792563	WES	kidney	clear_cell_renal_cancer	MutSig
55193	PBRM1	26947078	WES	kidney	renal_cancer_(all_histologies)	"MutSig, Literature-based"
55193	PBRM1	28297679	WES	hepatobiliary	cholangiocarcinoma	MutSig
55193	PBRM1	14993899	"Known Cancer"	multiple	-	-
55193	PBRM1	24487277	WES	kidney	clear_cell_renal_cancer	Literature-based
55193	PBRM1	26804919	WES	small_intestine	ampullary_adenocarcinoma	MutSig
55193	PBRM1	22138691	WES	kidney	clear_cell_renal_cancer	Wood-based
55193	PBRM1	24185509	WES	hepatobiliary	cholangiocarcinoma	Wood-based
55193	PBRM1	18772397	WES	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based
55193	PBRM1	24132290	WES	multiple	pan-cancer_adult	MuSiC
55193	PBRM1	24390350	WES	multiple	pan-cancer_adult	MutSig
55193	PBRM1	25501392	WES	multiple	pan-cancer_adult	HOTNET2
55193	PBRM1	27135926	WGS	breast	breast_cancer	Paper-specific
55193	PBRM1	22683710	WGS	kidney	clear_cell_renal_cancer	Paper-specific
55193	PBRM1	27161491	"Gene panel"	breast	breast_cancer	Recurrence-based
55193	PBRM1	24974848	WES	thymus	thymic_carcinoma	Recurrence-based
55193	PBRM1	25351205	WGS-WES	kidney	clear_cell_renal_cancer	MuSiC
55193	PBRM1	26536169	WES	kidney	papillary_renal_cell_carcinoma	MutSig
55193	PBRM1	28810144	"WES plus targeted deep resequencing"	pancreas	pancreatic_ductal_adenocarcinoma	MutSig
55193	PBRM1	21248752	WES	kidney	clear_cell_renal_cancer	Recurrence-based
55193	PBRM1	23539594	"Known Cancer"	multiple	-	-
55193	PBRM1	26939876	"Gene panel"	breast	triple_negative_breast_cancer	"Recurrence-based, Paper-specific"
55193	PBRM1	26099045	WGS	breast	breast_cancer	"Recurrence-based, Literature-based"
55196	KIAA1551	21804550	WES	blood	diffuse_large_B-cell_lymphoma	Paper-specific
55226	NAT10	27149842	WES	colorectal	colorectal_adenocarcinoma	MutSig
55234	SMU1	27236916	"WES-gene panel"	thyroid	papillary_thyroid_cancer	Recurrence-based
55236	UBA6	27687306	WES	lung	lung_adenocarcinoma	InVEx
55252	ASXL2	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
55252	ASXL2	24121791	WES	bladder	bladder_cancer	Recurrence-based
55252	ASXL2	14993899	"Known Cancer"	multiple	-	-
55252	ASXL2	24390350	WES	multiple	pan-cancer_adult	MutSig
55252	ASXL2	25501392	WES	multiple	pan-cancer_adult	HOTNET2
55252	ASXL2	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
55252	ASXL2	26908133	WGS-WES	blood	chronic_myelomonocytic_leukemia	DrGap
55252	ASXL2	28988769	WES	bladder	bladder_cancer	MutSig
55287	TMEM40	25609015	WES	testis	testicular_germ_cell_cancer	MutSig
55289	ACOXL	27149842	WES	colorectal	colorectal_adenocarcinoma	MutSig
55294	FBXW7	21798897	WES	head_and_neck	squamous_head_and_neck_cancer	Recurrence-based
55294	FBXW7	22877736	WES	esophagus	esophageal_(squamous_and_adenocarcinoma)	Recurrence-based
55294	FBXW7	26909576	WGS	pancreas	pancreatic_cancer_(all_histologies)	"HOTNET2, OncodriveFM, MutSig"
55294	FBXW7	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
55294	FBXW7	20601955	"Gene panel"	soft_tissue	soft_tissue_sarcoma	Recurrence-based
55294	FBXW7	26950094	"WES-gene panel"	skin	skin_basal_cell_carcinoma	"MutSig, TumOnc"
55294	FBXW7	27158780	WES	lung	lung_cancer_(all_histologies)	MutSig
55294	FBXW7	22810696	WES	colorectal	colorectal_adenocarcinoma	MutSig
55294	FBXW7	23636398	WES	uterus	endometrial_cancer	MuSiC
55294	FBXW7	24476821	WES	bladder	bladder_cancer	MutSig
55294	FBXW7	28548104	WGS	esophagus	esophageal_squamous_carcinoma	MutSig
55294	FBXW7	28292439	WES	uterus	uterine_carcinosarcoma	MutSig
55294	FBXW7	28522256	WES	stomach	diffuse_gastric_adenocarcinoma	MutSig
55294	FBXW7	28256603	"WES plus targeted deep resequencing"	head_and_neck	nasopharyngeal_carcinoma	"Literature-based, Paper-specific"
55294	FBXW7	26451490	WES	breast	breast_cancer	MutSig
55294	FBXW7	23263491	WES	blood	acute_lymphoblastic_leukemia	MuSiC
55294	FBXW7	14993899	"Known Cancer"	multiple	-	-
55294	FBXW7	25151357	WES	esophagus	esophageal_squamous_carcinoma	MutSig
55294	FBXW7	27149842	WES	colorectal	colorectal_adenocarcinoma	MutSig
55294	FBXW7	27348297	WES	uterus	endometrial_cancer	MutSig
55294	FBXW7	26804919	WES	small_intestine	ampullary_adenocarcinoma	MutSig
55294	FBXW7	29489754	WGS-WES	multiple	pan-cancer_paediatric	MuSiC
55294	FBXW7	26790612	WES	head_and_neck	squamous_head_and_neck_cancer	MuSiC
55294	FBXW7	22980975	WES	lung	lung_adenocarcinoma	InVEx
55294	FBXW7	20668451	"Gene panel"	lung	lung_cancer_(all_histologies)	Wood-based
55294	FBXW7	24132290	WES	multiple	pan-cancer_adult	MuSiC
55294	FBXW7	23415222	WES	blood	chronic_lymphocytic_leukemia	MutSig
55294	FBXW7	26466571	WES	blood	chronic_lymphocytic_leukemia	MutSig
55294	FBXW7	24390350	WES	multiple	pan-cancer_adult	MutSig
55294	FBXW7	23104009	WES	uterus	serous_endometrial_cancer	Recurrence-based
55294	FBXW7	25501392	WES	multiple	pan-cancer_adult	HOTNET2
55294	FBXW7	26503331	"WES-gene panel"	lung	lung_squamous_cell_carcinoma	MutSig
55294	FBXW7	28098136	WGS-WES	head_and_neck	nasopharyngeal_carcinoma	MutSig
55294	FBXW7	22327622	"Gene panel"	colorectal	colorectal_adenocarcinoma	Recurrence-based
55294	FBXW7	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
55294	FBXW7	27135926	WGS	breast	breast_cancer	Paper-specific
55294	FBXW7	24390348	WES	cervix	cervical_cancer_(all_histologies)	MutSig
55294	FBXW7	27058444	WGS-WES	esophagus	esophageal_squamous_carcinoma	MutSig
55294	FBXW7	28988769	WES	bladder	bladder_cancer	MutSig
55294	FBXW7	22895193	WES	colorectal	colorectal_adenocarcinoma	Wood-based
55294	FBXW7	26343386	"WGS-WES-Gene panel"	skin	desmoplastic_melanoma	"Recurrence-based, Literature-based"
55294	FBXW7	28112728	WGS	cervix	cervical_cancer_(all_histologies)	MutSig
55294	FBXW7	23539594	"Known Cancer"	multiple	-	-
55294	FBXW7	22150006	WGS-WES	blood	chronic_lymphocytic_leukemia	MutSig
55294	FBXW7	26939876	"Gene panel"	breast	triple_negative_breast_cancer	"Recurrence-based, Paper-specific"
55294	FBXW7	26625313	WES	bladder	bladder_cancer	MutSig
55294	FBXW7	26806338	"WES-gene panel"	small_intestine	ampullary_adenocarcinoma	Recurrence-based
55294	FBXW7	27791010	WES	uterus	uterine_carcinosarcoma	MutSig
55353	LAPTM4B	29489754	WGS-WES	multiple	pan-cancer_paediatric	MuSiC
55359	STYK1	21798893	WES	head_and_neck	squamous_head_and_neck_cancer	MutSig
55359	STYK1	23583981	WGS-WES	brain	paediatric_low_grade_glioma	"MuSiC, Paper-specific"
55422	ZNF331	14993899	"Known Cancer"	multiple	-	-
55500	ETNK1	14993899	"Known Cancer"	multiple	-	-
55500	ETNK1	26908133	WGS-WES	blood	chronic_myelomonocytic_leukemia	DrGap
55503	TRPV6	24120142	WES	brain	glioblastoma	"InVEx, MutSig"
55511	SAGE1	22156295	WES	pancreas	pancreatic_ductal_adenocarcinoma	Recurrence-based
55534	MAML3	28249600	WES	blood	acute_myeloid_leukemia	MutSig
55552	ZNF823	21798893	WES	head_and_neck	squamous_head_and_neck_cancer	MutSig
55558	PLXNA3	26121086	WES	brain	neuroblastoma	Recurrence-based
55561	CDC42BPG	27058444	WGS-WES	esophagus	esophageal_squamous_carcinoma	MutSig
55561	CDC42BPG	22156295	WES	pancreas	pancreatic_ductal_adenocarcinoma	Recurrence-based
55567	DNAH3	22510280	WES	lung	non-small_cell_lung_cancer	"Literature-based, Paper-specific"
55582	KIF27	20668451	"Gene panel"	lung	lung_cancer_(all_histologies)	Wood-based
55596	ZCCHC8	14993899	"Known Cancer"	multiple	-	-
55600	ITLN1	21499247	WES	skin	melanoma	Paper-specific
55602	CDKN2AIP	25501392	WES	multiple	pan-cancer_adult	HOTNET2
55605	KIF21A	22941189	WES	lung	small_cell_lung_cancer	Wood-based
55607	PPP1R9A	21798893	WES	head_and_neck	squamous_head_and_neck_cancer	MutSig
55613	MTMR8	21804550	WES	blood	diffuse_large_B-cell_lymphoma	Paper-specific
55614	KIF16B	22877736	WES	esophagus	esophageal_(squamous_and_adenocarcinoma)	Recurrence-based
55636	CHD7	22722829	WGS	brain	medulloblastoma	MuSiC
55636	CHD7	28551381	"WES-gene panel"	colorectal	colorectal_adenocarcinoma	Recurrence-based
55654	TMEM127	14993899	"Known Cancer"	multiple	-	-
55672	NBPF1	24390350	WES	multiple	pan-cancer_adult	MutSig
55677	IWS1	25501392	WES	multiple	pan-cancer_adult	HOTNET2
55698	RADIL	25790038	WGS-WES	kidney	papillary_renal_cell_carcinoma	"MutSig, IntOGen"
55698	RADIL	22561520	WES	hepatobiliary	cholangiocarcinoma	Recurrence-based
55704	CCDC88A	25501392	WES	multiple	pan-cancer_adult	HOTNET2
55709	KBTBD4	29489754	WGS-WES	multiple	pan-cancer_paediatric	MuSiC
55728	N4BP2	14993899	"Known Cancer"	multiple	-	-
55728	N4BP2	25501392	WES	multiple	pan-cancer_adult	HOTNET2
55729	ATF7IP	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
55729	ATF7IP	27158780	WES	lung	lung_cancer_(all_histologies)	MutSig
55729	ATF7IP	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
55729	ATF7IP	24413735	WES	blood	acute_lymphoblastic_leukemia	Greenman-based
55733	HHAT	27325650	WES	penis	penile_squamous_cancer	"IntOGen, Literature-based"
55746	NUP133	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
55754	TMEM30A	21796119	WES	blood	non-Hodgkin_lymphoma	Greenman-based
55754	TMEM30A	21804550	WES	blood	diffuse_large_B-cell_lymphoma	Paper-specific
55759	WDR12	26091043	WES	skin	melanoma	"InVEx, MutSig"
55770	EXOC2	20668451	"Gene panel"	breast	breast_cancer	Wood-based
55781	RIOK2	26608593	WES	blood	diffuse_large_B-cell_lymphoma	MuSiC
55783	CMTR2	27158780	WES	lung	lung_cancer_(all_histologies)	MutSig
55809	TRERF1	27063598	"WES-gene panel"	blood	acute_promyelocytic_leukemia	Recurrence-based
55821	ALLC	21798893	WES	head_and_neck	squamous_head_and_neck_cancer	MutSig
55824	PAG1	23334668	WGS-WES	blood	acute_lymphocytic_leukemia	Recurrence-based
55835	CENPJ	27325650	WES	penis	penile_squamous_cancer	"IntOGen, Literature-based"
55870	ASH1L	27064257	WGS	hepatobiliary	pan-liver	Paper-specific
55904	KMT2E	25501392	WES	multiple	pan-cancer_adult	HOTNET2
55914	ERBIN	22343534	WES	blood	diffuse_large_B-cell_lymphoma	MutSig
55966	AJAP1	23525077	WGS-WES	esophagus	esophageal_adenocarcinoma	MutSig
56034	PDGFC	22343534	WES	blood	diffuse_large_B-cell_lymphoma	MutSig
56128	PCDHB8	21499247	WES	skin	melanoma	Paper-specific
56130	PCDHB6	22343534	WES	blood	diffuse_large_B-cell_lymphoma	MutSig
56154	TEX15	27313181	WES	stomach	mucinous_gastric_cancer	Recurrence-based
56155	TEX14	27149842	WES	colorectal	colorectal_adenocarcinoma	MutSig
56164	STK31	24755198	"WES-gene panel"	skin	melanoma	Recurrence-based
56165	TDRD1	27149842	WES	colorectal	colorectal_adenocarcinoma	MutSig
56171	DNAH7	26648538	"WGS-Gene panel"	blood	chronic_myelomonocytic_leukemia	Recurrence-based
56171	DNAH7	22037554	WES	stomach	gastric_adenocarcinoma	Wood-based
56253	CRTAM	27236916	"WES-gene panel"	thyroid	papillary_thyroid_cancer	Recurrence-based
56254	RNF20	25501392	WES	multiple	pan-cancer_adult	HOTNET2
56288	PARD3	28988769	WES	bladder	bladder_cancer	MutSig
56302	TRPV5	18772396	WES	brain	glioblastoma	Wood-based
56339	METTL3	28988769	WES	bladder	bladder_cancer	MutSig
56339	METTL3	22037554	WES	stomach	gastric_adenocarcinoma	Wood-based
56652	TWNK	21399634	WES	blood	acute_monocytic_leukemia	Recurrence-based
56776	FMN2	26168399	WGS	lung	small_cell_lung_cancer	Paper-specific
56776	FMN2	22138691	WES	kidney	clear_cell_renal_cancer	Wood-based
56776	FMN2	18772397	WES	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based
56776	FMN2	22037554	WES	stomach	gastric_adenocarcinoma	Wood-based
56776	FMN2	22484628	WES	stomach	gastric_adenocarcinoma	Recurrence-based
56853	CELF4	22158541	WES	blood	chronic_lymphocytic_leukemia	Recurrence-based
56884	FSTL5	25151357	WES	esophagus	esophageal_squamous_carcinoma	MutSig
56884	FSTL5	22158541	WES	blood	chronic_lymphocytic_leukemia	Recurrence-based
56979	PRDM9	22941188	WES	lung	small_cell_lung_cancer	MuSiC
56979	PRDM9	22158541	WES	blood	chronic_lymphocytic_leukemia	Recurrence-based
56979	PRDM9	21798893	WES	head_and_neck	squamous_head_and_neck_cancer	MutSig
56979	PRDM9	28452984	WES	blood	chronic_myeloid_leukemia	"Recurrence-based, Literature-based"
56994	CHPT1	27325650	WES	penis	penile_squamous_cancer	"IntOGen, Literature-based"
56999	ADAMTS9	23583981	WGS-WES	brain	paediatric_low_grade_glioma	"MuSiC, Paper-specific"
57007	ACKR3	14993899	"Known Cancer"	multiple	-	-
57016	AKR1B10	21499247	WES	skin	melanoma	Paper-specific
57018	CCNL1	22484628	WES	stomach	gastric_adenocarcinoma	Recurrence-based
57082	KNL1	14993899	"Known Cancer"	multiple	-	-
57088	PLSCR4	22941189	WES	lung	small_cell_lung_cancer	Wood-based
57105	CYSLTR2	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
57105	CYSLTR2	14993899	"Known Cancer"	multiple	-	-
57105	CYSLTR2	28810145	WES	uvea	melanoma	MutSig
57107	PDSS2	24390350	WES	multiple	pan-cancer_adult	MutSig
57117	INTS12	24390350	WES	multiple	pan-cancer_adult	MutSig
57120	GOPC	14993899	"Known Cancer"	multiple	-	-
57120	GOPC	22980975	WES	lung	lung_adenocarcinoma	InVEx
57127	RHBG	26451490	WES	breast	breast_cancer	MutSig
57143	ADCK1	28352668	"WES-gene panel"	parathyroid_gland	parathyroid_carcinoma	"Recurrence-based, Literature-based"
57144	PAK5	28551381	"WES-gene panel"	colorectal	colorectal_adenocarcinoma	Recurrence-based
57152	SLURP1	22941188	WES	lung	small_cell_lung_cancer	MuSiC
57167	SALL4	14993899	"Known Cancer"	multiple	-	-
57176	VARS2	25501392	WES	multiple	pan-cancer_adult	HOTNET2
57178	ZMIZ1	25501392	WES	multiple	pan-cancer_adult	HOTNET2
57178	ZMIZ1	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
57188	ADAMTSL3	21804550	WES	blood	diffuse_large_B-cell_lymphoma	Paper-specific
57188	ADAMTSL3	26121086	WES	brain	neuroblastoma	Recurrence-based
57194	ATP10A	24185513	WES	hepatobiliary	cholangiocarcinoma	Recurrence-based
57194	ATP10A	18772397	WES	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based
57198	ATP8B2	27236916	"WES-gene panel"	thyroid	papillary_thyroid_cancer	Recurrence-based
57205	ATP10D	27325650	WES	penis	penile_squamous_cancer	"IntOGen, Literature-based"
57282	SLC4A10	22158541	WES	blood	chronic_lymphocytic_leukemia	Recurrence-based
57448	BIRC6	14993899	"Known Cancer"	multiple	-	-
57451	TENM2	23263491	WES	blood	acute_lymphoblastic_leukemia	MuSiC
57466	SCAF4	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
57478	USP31	27325650	WES	penis	penile_squamous_cancer	"IntOGen, Literature-based"
57482	KIAA1211	26168399	WGS	lung	small_cell_lung_cancer	Paper-specific
57486	NLN	22158541	WES	blood	chronic_lymphocytic_leukemia	Recurrence-based
57492	ARID1B	28297679	WES	hepatobiliary	cholangiocarcinoma	MutSig
57492	ARID1B	22634756	WGS	hepatobiliary	hepatocellular_carcinoma	Paper-specific
57492	ARID1B	14993899	"Known Cancer"	multiple	-	-
57492	ARID1B	25501392	WES	multiple	pan-cancer_adult	HOTNET2
57492	ARID1B	27063598	"WES-gene panel"	blood	acute_promyelocytic_leukemia	Recurrence-based
57492	ARID1B	28412734	WGS	hepatobiliary	hepatocellular_carcinoma	"Recurrence-based, Literature-based"
57492	ARID1B	27135926	WGS	breast	breast_cancer	Paper-specific
57492	ARID1B	23202128	WES	brain	neuroblastoma	Recurrence-based
57492	ARID1B	22722201	WES	breast	breast_cancer	Greenman-based
57492	ARID1B	23539594	"Known Cancer"	multiple	-	-
57492	ARID1B	26099045	WGS	breast	breast_cancer	"Recurrence-based, Literature-based"
57492	ARID1B	25301631	WES	lung	lung_adenocarcinoma	Literature-based
57507	ZNF608	28064239	WES	blood	follicular_lymphoma	MuSiC
57520	HECW2	25501392	WES	multiple	pan-cancer_adult	HOTNET2
57521	RPTOR	23619167	WES	head_and_neck	squamous_head_and_neck_cancer	Paper-specific
57521	RPTOR	26939876	"Gene panel"	breast	triple_negative_breast_cancer	"Recurrence-based, Paper-specific"
57529	RTL9	21804550	WES	blood	diffuse_large_B-cell_lymphoma	Paper-specific
57537	SORCS2	26121086	WES	brain	neuroblastoma	Recurrence-based
57554	LRRC7	22510280	WES	lung	non-small_cell_lung_cancer	"Literature-based, Paper-specific"
57554	LRRC7	18772396	WES	brain	glioblastoma	Wood-based
57554	LRRC7	28551381	"WES-gene panel"	colorectal	colorectal_adenocarcinoma	Recurrence-based
57563	KLHL8	24390350	WES	multiple	pan-cancer_adult	MutSig
57571	CARNS1	25501392	WES	multiple	pan-cancer_adult	HOTNET2
57573	ZNF471	24390350	WES	multiple	pan-cancer_adult	MutSig
57591	MKL1	14993899	"Known Cancer"	multiple	-	-
57592	ZNF687	18772396	WES	brain	glioblastoma	Wood-based
57605	PITPNM2	27325650	WES	penis	penile_squamous_cancer	"IntOGen, Literature-based"
57616	TSHZ3	24132290	WES	multiple	pan-cancer_adult	MuSiC
57616	TSHZ3	24952746	WES	head_and_neck	nasopharyngeal_carcinoma	MutSig
57619	SHROOM3	22484628	WES	stomach	gastric_adenocarcinoma	Recurrence-based
57634	EP400	26625313	WES	bladder	bladder_cancer	MutSig
57646	USP28	28988769	WES	bladder	bladder_cancer	MutSig
57663	USP29	20668451	"Gene panel"	lung	lung_cancer_(all_histologies)	Wood-based
57670	KIAA1549	14993899	"Known Cancer"	multiple	-	-
57674	RNF213	14993899	"Known Cancer"	multiple	-	-
57678	GPAM	22722829	WGS	brain	medulloblastoma	MuSiC
57680	CHD8	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
57680	CHD8	24390350	WES	multiple	pan-cancer_adult	MutSig
57680	CHD8	25501392	WES	multiple	pan-cancer_adult	HOTNET2
57680	CHD8	26437033	"WES-gene panel"	breast	breast_fibroepithelial_tumours	Recurrence-based
57683	ZDBF2	22941189	WES	lung	small_cell_lung_cancer	Wood-based
57685	CACHD1	25501392	WES	multiple	pan-cancer_adult	HOTNET2
57696	DDX55	26192917	"WES-gene panel"	blood	natural_killer/T_cell_lymphoma	MuSiC
57697	FANCM	27158780	WES	lung	lung_cancer_(all_histologies)	MutSig
57698	SHTN1	14993899	"Known Cancer"	multiple	-	-
57716	PRX	24132290	WES	multiple	pan-cancer_adult	MuSiC
57721	METTL14	23636398	WES	uterus	endometrial_cancer	MuSiC
57721	METTL14	27348297	WES	uterus	endometrial_cancer	MutSig
57724	EPG5	22158541	WES	blood	chronic_lymphocytic_leukemia	Recurrence-based
57731	SPTBN4	22138691	WES	kidney	clear_cell_renal_cancer	Wood-based
57820	CCNB1IP1	14993899	"Known Cancer"	multiple	-	-
57835	SLC4A5	24390350	WES	multiple	pan-cancer_adult	MutSig
58487	CREBZF	26824661	WGS-WES	brain	pan-glioma	MutSig
58499	ZNF462	27325650	WES	penis	penile_squamous_cancer	"IntOGen, Literature-based"
58508	KMT2C	26909576	WGS	pancreas	pancreatic_cancer_(all_histologies)	"HOTNET2, OncodriveFM, MutSig"
58508	KMT2C	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
58508	KMT2C	22610119	WES	prostate	prostate_cancer	MutSig
58508	KMT2C	23103869	WES	pancreas	pancreatic_ductal_adenocarcinoma	MuSiC
58508	KMT2C	27158780	WES	lung	lung_cancer_(all_histologies)	MutSig
58508	KMT2C	23000897	WES	breast	breast_cancer	MuSiC
58508	KMT2C	26947078	WES	kidney	renal_cancer_(all_histologies)	"MutSig, Literature-based"
58508	KMT2C	26451490	WES	breast	breast_cancer	MutSig
58508	KMT2C	27087322	WGS	prostate	prostate_cancer	Recurrence-based
58508	KMT2C	22976956	"Gene panel"	blood	acute_myeloid_leukemia	Recurrence-based
58508	KMT2C	28297679	WES	hepatobiliary	cholangiocarcinoma	MutSig
58508	KMT2C	22634756	WGS	hepatobiliary	hepatocellular_carcinoma	Paper-specific
58508	KMT2C	14993899	"Known Cancer"	multiple	-	-
58508	KMT2C	29489754	WGS-WES	multiple	pan-cancer_paediatric	MuSiC
58508	KMT2C	21822268	WES	bladder	bladder_cancer	"Wood-based, Recurrence-based"
58508	KMT2C	24121792	WES	bladder	bladder_cancer	Wood-based
58508	KMT2C	28296713	WES	skin	mucosal_melanoma	Recurrence-based
58508	KMT2C	18772397	WES	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based
58508	KMT2C	24132290	WES	multiple	pan-cancer_adult	MuSiC
58508	KMT2C	24390350	WES	multiple	pan-cancer_adult	MutSig
58508	KMT2C	25501392	WES	multiple	pan-cancer_adult	HOTNET2
58508	KMT2C	28098136	WGS-WES	head_and_neck	nasopharyngeal_carcinoma	MutSig
58508	KMT2C	24952746	WES	head_and_neck	nasopharyngeal_carcinoma	MutSig
58508	KMT2C	27063598	"WES-gene panel"	blood	acute_promyelocytic_leukemia	Recurrence-based
58508	KMT2C	28412734	WGS	hepatobiliary	hepatocellular_carcinoma	"Recurrence-based, Literature-based"
58508	KMT2C	22608084	WGS	breast	breast_cancer	Literature-based
58508	KMT2C	27135926	WGS	breast	breast_cancer	Paper-specific
58508	KMT2C	22561520	WES	hepatobiliary	cholangiocarcinoma	Recurrence-based
58508	KMT2C	21163964	WES	brain	medulloblastoma	Wood-based
58508	KMT2C	27161491	"Gene panel"	breast	breast_cancer	Recurrence-based
58508	KMT2C	27058444	WGS-WES	esophagus	esophageal_squamous_carcinoma	MutSig
58508	KMT2C	28988769	WES	bladder	bladder_cancer	MutSig
58508	KMT2C	26000489	WES	prostate	prostate_cancer	MutSig
58508	KMT2C	27313181	WES	stomach	mucinous_gastric_cancer	Recurrence-based
58508	KMT2C	26154128	"WES-gene panel"	pancreas	pancreatic_ductal_adenocarcinoma	Recurrence-based
58508	KMT2C	25351205	WGS-WES	kidney	clear_cell_renal_cancer	MuSiC
